count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,active_ingredient_12,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13
1812_2022-12-28,Мовалис таблетки 15мг №10,2022-12-28,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Остеохондроз позвоночника', 'Анкилозирующий спондилит']",['Мелоксикам'],"['Домашняя аптечка', 'Мовалис']",['Мовалис'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['15мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813_2022-12-28,Мовалис таблетки 15мг №20,2022-12-28,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Остеохондроз позвоночника', 'Анкилозирующий спондилит']",['Мелоксикам'],"['Домашняя аптечка', 'Аптечка путешественника', 'Мовалис']",['Мовалис'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['15мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814_2022-12-28,"Мовалис таблетки 7,5мг №20",2022-12-28,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Остеохондроз позвоночника', 'Анкилозирующий спондилит']",['Мелоксикам'],"['Домашняя аптечка', 'Аптечка путешественника', 'Мовалис']",['Мовалис'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['7.5мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815_2022-12-28,Мукосат Ананас таблетки шипучие №20,2022-12-28,"['Полиартроз', 'Артроз неуточненный', 'Остеохондроз позвоночника', 'Спондилез', 'Перелом в неуточненной области тела']","['Метилсульфонилметан', 'Хондроитинсульфат', 'Глюкозамина сульфат']",[],['Мукосат'],"['ЗАО ""Эвалар""']",['Россия'],['Таблетки шипучие'],['Без рецепта'],['Не выше 25 С'],['Глюкозамина сульфат+Метилсульфонилметан+Хондроитинсульфат'],['360мг+120мг+260мг'],['Хондропротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816_2022-12-28,Мукосат Апельсин таблетки шипучие №20,2022-12-28,"['Боль в суставе', 'Полиартроз', 'Артроз неуточненный', 'Остеохондроз позвоночника', 'Спондилез']","['Метилсульфонилметан', 'Хондроитинсульфат', 'Глюкозамина сульфат']",[],['Мукосат'],"['ЗАО ""Эвалар""']",['Россия'],['Таблетки шипучие'],['Без рецепта'],['Не выше 25 С'],['Глюкозамина сульфат+Метилсульфонилметан+Хондроитинсульфат'],['360мг+120мг+260мг'],['Хондропротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817_2022-12-28,Найз Активгель 1% 100г,2022-12-28,"['Подагра', 'Миалгия', 'Серопозитивный ревматоидный артрит', 'Псориатические и энтеропатические артропатии', 'Полиартроз']",['Нимесулид'],[],['Найз'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Гель для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Нимесулид'],['1%'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818_2022-12-28,Найз таблетки 100мг №30,2022-12-28,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата']",['Нимесулид'],['Температура'],['Найз'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819_2022-12-28,Нимесулид-Вертекс гель 1% 50г,2022-12-28,"['Подагра', 'Миалгия', 'Серопозитивный ревматоидный артрит', 'Псориатические и энтеропатические артропатии', 'Полиартроз']",['Нимесулид'],[],['Нимесулид'],['АО «ВЕРТЕКС»'],['Россия'],['Гель для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Нимесулид'],['1%'],['Противовоспалительные и обезболивающие средства (наружные)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820_2022-12-28,Нимесулид гран. 100мг пак. №9,2022-12-28,"['Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит']",['Нимесулид'],[],['Нимесулид'],"['ООО ""Южфарм""']",['Россия'],['Гранулы'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821_2022-12-28,Нимесулид гранулы 100мг пакет №10,2022-12-28,"['Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит']",['Нимесулид'],[],['Нимесулид'],['Авва-Рус/Сти-Мед-Сорб'],['Россия'],['Гранулы'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822_2022-12-28,Нимесулид гранулы100мг пакет №30,2022-12-28,"['Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит']",['Нимесулид'],[],['Нимесулид'],['Авва-Рус/Сти-Мед-Сорб'],['Россия'],['Гранулы'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823_2022-12-28,Нимесулид таблетки 100мг №20,2022-12-28,"['Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит']",['Нимесулид'],['Температура'],['Нимесулид'],"['Блюфарма-Индустрия Фармацеутика, С.А.']",['Португалия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_2022-12-28,Нимесулид таблетки 100мг №30,2022-12-28,"['Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит']",['Нимесулид'],"['Домашняя аптечка', 'Температура', 'Жар']",['Нимесулид'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Португалия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
